1575118912,23.30,57.30,4095
1575118919,23.30,57.30,4095
1575118935,23.30,57.30,4095
1575118942,23.30,57.30,4095
1575118948,23.30,57.30,4095
1575118954,23.30,57.30,4095
1575118960,23.30,57.30,4095
1575118966,23.30,57.30,4095
1575118973,23.30,57.40,4095
1575118979,23.30,57.40,4095
1575118985,23.30,57.30,4095
1575118991,23.30,57.30,4095
1575118997,23.30,57.30,4095
1575119003,23.30,57.30,4095
1575119009,23.30,57.30,4095
1575119015,23.30,57.30,4095
1575119021,23.30,57.40,4095
1575119027,23.30,57.40,4095
1575119033,23.30,57.40,4095
1575119040,23.30,57.30,4095
1575119046,23.20,57.30,4095
1575119052,23.30,57.30,4095
1575119058,23.30,57.40,4095
1575119064,23.20,57.40,4095
1575119071,23.20,57.40,4095
1575119077,23.20,57.40,4095
1575119083,23.20,57.40,4095
1575119089,23.20,57.40,4095
1575119095,23.20,57.40,4095
1575119101,23.20,57.40,4095
1575119107,23.20,57.40,4095
1575119113,23.20,57.50,4095
1575119119,23.20,57.80,4095
1575119197,23.30,57.50,4095
1575119204,23.30,57.50,4095
1575119210,23.30,57.60,4095
1575119216,23.30,57.60,4095
1575119222,23.20,57.50,4095
1575119228,23.20,57.50,4095
1575119234,23.30,57.50,4095
1575119241,23.30,57.60,4095
1575119247,23.30,57.50,4095
1575119253,23.20,57.50,4095
1575119259,23.20,57.50,4095
1575119265,23.20,57.50,4095
1575119271,23.20,57.50,4095
1575119278,23.20,57.50,4095
1575119284,23.20,57.50,4095
1575119290,23.20,57.50,4095
1575119296,23.20,57.50,4095
1575119302,23.20,57.50,4095
1575119308,23.20,57.50,4095
1575119315,23.20,57.50,4095
1575119321,23.20,57.60,4095
1575119327,23.20,57.60,4095
1575119333,23.20,57.60,4095
1575119339,23.20,57.70,4095
1575119345,23.20,57.70,4095
1575119410,23.20,57.80,4095
1575119416,23.20,57.80,4095
1575119422,23.20,57.80,4095
1575119428,23.20,57.70,4095
1575119434,23.10,57.70,4095
1575119440,23.20,57.80,4095
1575119446,23.20,57.80,4095
1575119453,23.10,57.70,4095
1575119459,23.10,57.80,4095
1575119465,23.10,57.80,4095
1575119471,23.10,57.70,4095
1575119477,23.10,57.70,4095
1575119483,23.10,57.70,4095
1575119490,23.20,57.80,4095
1575119496,23.10,57.70,4095
1575119502,23.10,57.80,4095
1575119508,23.10,57.80,4095
1575119514,23.10,57.80,4095
1575119520,23.10,57.80,4095
1575119527,23.10,57.90,4095
1575119533,23.10,57.90,4095
1575119539,23.10,57.70,4095
1575119545,23.10,57.70,4095
1575119551,23.10,57.60,4095
1575119557,23.10,57.50,4095
1575119564,23.10,57.40,4095
1575119570,23.10,57.50,4095
1575119576,23.10,57.70,4095
1575119582,23.10,57.60,4095
1575119588,23.10,57.70,4095
1575119594,23.10,57.90,4095
1575119601,23.10,57.90,4095
1575119607,23.10,57.80,4095
1575119613,23.10,57.90,4095
1575119619,23.10,58.00,4095
1575119625,23.10,58.00,4095
1575119631,23.10,58.00,4095
1575119638,23.10,58.00,4095
1575119644,23.10,58.00,4095
1575119650,23.10,58.00,4095
1575119656,23.10,57.90,4095
1575119662,23.10,57.90,4095
1575119668,23.10,57.90,4095
1575119675,23.10,58.00,4095
1575119681,23.10,58.00,4095
1575119687,23.10,57.90,4095
1575119693,23.10,57.90,4095
1575119699,23.10,57.80,4095
1575119705,23.10,57.80,4095
1575119712,23.10,57.90,4095
1575119718,23.10,57.80,4095
1575119724,23.10,57.70,4095
1575119730,23.10,57.70,4095
1575119736,23.10,57.80,4095
1575119742,23.10,57.90,4095
1575119749,23.10,57.90,4095
1575119755,23.10,57.80,4095
1575119761,23.10,57.70,4095
1575119767,23.10,57.70,4095
1575119773,23.10,57.70,4095
1575119779,23.10,57.60,4095
1575119786,23.10,57.60,4095
1575119792,23.10,57.60,4095
1575119798,23.10,57.50,4095
1575119804,23.10,57.50,4095
1575119810,23.10,57.40,4095
1575119816,23.10,57.50,4095
1575119823,23.10,57.70,4095
1575119829,23.10,57.80,4095
1575119835,23.10,57.90,4095
1575119841,23.10,57.90,4095
1575119847,23.10,57.80,4095
1575119853,23.10,57.80,4095
1575119860,23.10,57.80,4095
1575119866,23.10,57.80,4095
1575119872,23.10,57.80,4095
1575119878,23.10,57.80,4095
1575119884,23.10,57.80,4095
1575119890,23.10,57.90,4095
1575119896,23.10,57.80,4095
1575119902,23.10,57.80,4095
1575119908,23.10,57.70,4095
1575119914,23.10,57.70,4095
1575119920,23.10,57.80,4095
1575119926,23.10,57.80,4095
1575119933,23.10,57.70,4095
1575119939,23.10,57.70,4095
1575119945,23.10,57.70,4095
1575119951,23.10,57.70,4095
1575119958,23.10,57.70,4095
1575119964,23.10,57.70,4095
1575119970,23.10,57.80,4095
1575119976,23.10,57.90,4095
1575119982,23.10,57.90,4095
1575119988,23.10,57.80,4095
1575119994,23.10,57.60,4095
1575120001,23.10,57.60,4095
1575120007,23.10,57.70,4095
1575120013,23.10,57.70,4095
1575120019,23.10,57.80,4095
1575120025,23.10,57.90,4095
1575120031,23.20,57.90,4095
1575120038,23.10,57.80,4095
1575120044,23.20,57.80,4095
1575120050,23.20,57.60,4095
1575120056,23.20,57.60,4095
1575120062,23.20,57.60,4095
1575120068,23.10,57.40,4095
1575120075,23.20,57.40,4095
1575120081,23.20,57.40,4095
1575120087,23.20,57.40,4095
1575120093,23.20,57.40,4095
1575120099,23.20,57.30,4095
1575120105,23.20,57.30,4095
1575120112,23.20,57.30,4095
1575120118,23.20,57.30,4095
1575120124,23.20,57.20,4095
1575120130,23.10,57.20,4095
1575120136,23.20,57.30,4095
1575120142,23.20,57.30,4095
1575120149,23.20,57.20,4095
1575120155,23.20,57.10,4095
1575120161,23.20,57.10,4095
1575120167,23.10,57.10,4095
1575120173,23.20,57.20,4095
1575120179,23.20,57.20,4095
1575120186,23.10,57.20,4095
1575120192,23.10,57.20,4095
1575120198,23.10,57.30,4095
1575120204,23.20,57.30,4095
